사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021053100100149,2021년 5월 31일 10시,월요일,세종특별자치시 전의면,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,,,,
2021053100100271,2021년 5월 31일 14시,월요일,세종특별자치시 어진동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,승용,남,39세,중상
2021053100100353,2021년 5월 31일 16시,월요일,세종특별자치시 소담동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,47세,경상,자전거,남,12세,중상
2021060100100053,2021년 6월 1일 06시,화요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,여,32세,경상
2021060100100240,2021년 6월 1일 12시,화요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,남,31세,경상
2021060100100499,2021년 6월 1일 18시,화요일,세종특별자치시 종촌동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,화물,남,42세,경상
2021060100100588,2021년 6월 1일 21시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,40세,상해없음,보행자,여,24세,경상
2021060100100626,2021년 6월 1일 23시,화요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,기타,교차로 - 교차로안,승용,남,47세,상해없음,승용,남,26세,중상
2021060200100014,2021년 6월 2일 00시,수요일,세종특별자치시 어진동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,자전거,남,28세,중상
2021060400100332,2021년 6월 4일 14시,금요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,31세,기타불명,승용,여,26세,경상
2021060500100478,2021년 6월 5일 17시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,승용,여,27세,경상
2021060500100507,2021년 6월 5일 18시,토요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,26세,상해없음
2021060800100428,2021년 6월 8일 17시,화요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,70세,상해없음,승용,남,59세,경상
2021061000100291,2021년 6월 10일 13시,목요일,세종특별자치시 연기면,중상사고,0,2,0,0,차대차 - 정면충돌,불법유턴,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,남,61세,중상
2021061000100328,2021년 6월 10일 14시,목요일,세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,38세,상해없음,자전거,여,9세,경상
2021061000100515,2021년 6월 10일 19시,목요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,기타 - 기타,화물,남,44세,상해없음,승용,남,28세,경상
2021061100100014,2021년 6월 11일 00시,금요일,세종특별자치시 연기면,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,젖음/습기,비,단일로 - 교량,승용,남,41세,경상,,,,
2021061100100119,2021년 6월 11일 08시,금요일,세종특별자치시 한솔동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,기타 - 기타,승용,여,25세,상해없음,승용,여,41세,경상
2021061100100563,2021년 6월 11일 20시,금요일,세종특별자치시 한솔동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,45세,경상,승합,남,39세,경상
2021061100100620,2021년 6월 11일 22시,금요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,59세,상해없음,보행자,남,34세,경상
2021061200100296,2021년 6월 12일 13시,토요일,세종특별자치시 아름동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,64세,상해없음,자전거,남,17세,중상
2021061200100340,2021년 6월 12일 14시,토요일,세종특별자치시 어진동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,자전거,여,32세,중상
2021061200100341,2021년 6월 12일 14시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,64세,상해없음,승합,여,36세,경상
2021061200100556,2021년 6월 12일 20시,토요일,세종특별자치시 종촌동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,29세,경상,승용,남,44세,경상
2021061300100026,2021년 6월 13일 02시,일요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,승용,남,39세,경상
2021061300100122,2021년 6월 13일 11시,일요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,승용,남,49세,경상
2021061300100338,2021년 6월 13일 17시,일요일,세종특별자치시 전의면,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,승용,남,62세,경상
2021061300100468,2021년 6월 13일 22시,일요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,기타,단일로 - 기타,승용,남,34세,상해없음,이륜,남,32세,경상
2021061400100014,2021년 6월 14일 02시,월요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,36세,부상신고,,,,
2021061400100017,2021년 6월 14일 03시,월요일,세종특별자치시 연기면,사망사고,1,0,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,23세,사망,,,,
2021061400100179,2021년 6월 14일 10시,월요일,세종특별자치시 도담동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,이륜,남,42세,중상
2021061400100566,2021년 6월 14일 21시,월요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,승용,여,28세,경상
2021061400100595,2021년 6월 14일 23시,월요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,16세,상해없음,보행자,남,44세,경상
2021061500100158,2021년 6월 15일 10시,화요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,화물,남,64세,상해없음,보행자,여,75세,중상
2021061500100379,2021년 6월 15일 16시,화요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,60세,상해없음,자전거,남,13세,경상
2021061600100154,2021년 6월 16일 09시,수요일,세종특별자치시 한솔동,중상사고,0,1,0,0,차대차 - 정면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,자전거,여,41세,중상
2021061600100212,2021년 6월 16일 11시,수요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,승용,남,34세,경상
2021061600100523,2021년 6월 16일 19시,수요일,세종특별자치시 소정면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,70세,상해없음,보행자,남,58세,경상
2021061600100594,2021년 6월 16일 21시,수요일,세종특별자치시 집현동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,여,50세,상해없음,승용,남,39세,경상
2021061700100272,2021년 6월 17일 13시,목요일,세종특별자치시 고운동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,51세,중상,승용,남,58세,상해없음
2021061700100369,2021년 6월 17일 16시,목요일,세종특별자치시 부강면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,화물,남,37세,경상
2021061700100457,2021년 6월 17일 18시,목요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,70세,상해없음,승용,여,35세,경상
2021061800100247,2021년 6월 18일 13시,금요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,57세,상해없음,승용,여,58세,경상
2021061800100510,2021년 6월 18일 20시,금요일,세종특별자치시 종촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,이륜,남,52세,중상
2021061800100593,2021년 6월 18일 23시,금요일,세종특별자치시 아름동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,34세,상해없음,승합,남,46세,경상
2021061900100107,2021년 6월 19일 08시,토요일,세종특별자치시 다정동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,53세,경상,승용,남,43세,중상
2021061900100376,2021년 6월 19일 15시,토요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,이륜,남,31세,경상
2021062000100446,2021년 6월 20일 20시,일요일,세종특별자치시 도담동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,39세,경상,,,,
2021062100100192,2021년 6월 21일 10시,월요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,승용,여,68세,중상
2021062100100193,2021년 6월 21일 10시,월요일,세종특별자치시 한솔동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,자전거,남,56세,중상
2021062100100289,2021년 6월 21일 13시,월요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,43세,상해없음,승용,여,61세,경상
2021062100100660,2021년 6월 21일 23시,월요일,세종특별자치시 나성동,사망사고,1,0,0,0,차대사람 - 차도통행중,기타,건조,맑음,기타 - 기타,승용,남,32세,상해없음,보행자,남,45세,사망
2021062200100069,2021년 6월 22일 07시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,65세,상해없음,승합,남,51세,경상
2021062200100118,2021년 6월 22일 08시,화요일,세종특별자치시 대평동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,42세,상해없음,자전거,남,60세,중상
2021062200100119,2021년 6월 22일 08시,화요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,승용,여,26세,경상
2021062200100434,2021년 6월 22일 17시,화요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,19세,상해없음,승용,여,33세,경상
2021062300100299,2021년 6월 23일 15시,수요일,세종특별자치시 나성동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,경상,승용,여,46세,경상
2021062400100342,2021년 6월 24일 14시,목요일,세종특별자치시 전동면,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,화물,남,67세,경상
2021062500100015,2021년 6월 25일 01시,금요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,23세,경상
2021062500100049,2021년 6월 25일 06시,금요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,승용,남,46세,경상
2021062500100121,2021년 6월 25일 08시,금요일,세종특별자치시 소담동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,67세,부상신고,승용,여,43세,상해없음
