사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022010800100528,2022년 1월 8일 21시,토요일,대전광역시 서구 둔산동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,23세,경상,승용,남,28세,경상
2022010800100529,2022년 1월 8일 21시,토요일,대전광역시 유성구 지족동,경상사고,0,0,4,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,37세,경상,승용,남,48세,상해없음
2022010800100546,2022년 1월 8일 22시,토요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,30세,경상
2022010900100012,2022년 1월 9일 00시,일요일,대전광역시 유성구 구암동,경상사고,0,0,3,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,승용,남,48세,경상
2022010900100048,2022년 1월 9일 08시,일요일,대전광역시 유성구 노은동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,여,63세,경상
2022010900100085,2022년 1월 9일 11시,일요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,여,26세,경상
2022010900100120,2022년 1월 9일 13시,일요일,대전광역시 유성구 봉산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,57세,경상,승용,여,59세,경상
2022010900100158,2022년 1월 9일 15시,일요일,대전광역시 유성구 갑동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,승용,여,59세,경상
2022010900100177,2022년 1월 9일 16시,일요일,대전광역시 대덕구 목상동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,65세,부상신고,승용,남,59세,기타불명
2022010900100178,2022년 1월 9일 16시,일요일,대전광역시 유성구 어은동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,30세,경상
2022010900100279,2022년 1월 9일 20시,일요일,대전광역시 서구 월평동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승합,남,43세,경상
2022010900100313,2022년 1월 9일 21시,일요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,25세,상해없음,승용,남,54세,경상
2022010900100328,2022년 1월 9일 22시,일요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,이륜,남,34세,상해없음,보행자,여,66세,중상
2022011000100016,2022년 1월 10일 04시,월요일,대전광역시 서구 가수원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,기타,맑음,교차로 - 교차로횡단보도내,승용,남,57세,상해없음,보행자,여,59세,중상
2022011000100046,2022년 1월 10일 06시,월요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,흐림,교차로 - 교차로안,화물,남,49세,상해없음,화물,남,71세,상해없음
2022011000100047,2022년 1월 10일 06시,월요일,대전광역시 유성구 원내동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51세,상해없음,승용,남,19세,경상
2022011000100069,2022년 1월 10일 07시,월요일,대전광역시 동구 정동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,자전거,여,58세,경상
2022011000100107,2022년 1월 10일 08시,월요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,55세,상해없음,보행자,여,54세,경상
2022011000100124,2022년 1월 10일 09시,월요일,대전광역시 중구 안영동,사망사고,1,0,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51세,사망,,,,
2022011000100173,2022년 1월 10일 10시,월요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승합,남,52세,경상
2022011000100206,2022년 1월 10일 11시,월요일,대전광역시 중구 유천동,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,원동기,남,39세,경상,승용,여,54세,경상
2022011000100237,2022년 1월 10일 12시,월요일,대전광역시 중구 문창동,경상사고,0,0,1,1,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,52세,부상신고,승용,남,37세,경상
2022011000100238,2022년 1월 10일 12시,월요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,31세,경상
2022011000100260,2022년 1월 10일 13시,월요일,대전광역시 서구 도안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,기타불명,보행자,남,55세,경상
2022011000100294,2022년 1월 10일 14시,월요일,대전광역시 대덕구 오정동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,83세,중상,보행자,여,62세,경상
2022011000100323,2022년 1월 10일 15시,월요일,대전광역시 서구 내동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,34세,상해없음,이륜,남,34세,중상
2022011000100359,2022년 1월 10일 16시,월요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,65세,상해없음,승용,남,23세,경상
2022011000100388,2022년 1월 10일 17시,월요일,대전광역시 유성구 장대동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,63세,상해없음,승용,남,44세,경상
2022011000100429,2022년 1월 10일 18시,월요일,대전광역시 동구 가양동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,여,65세,상해없음,보행자,남,9세,중상
2022011000100485,2022년 1월 10일 20시,월요일,대전광역시 대덕구 비래동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,기타,흐림,단일로 - 기타,승합,남,41세,상해없음,보행자,남,51세,경상
2022011000100521,2022년 1월 10일 21시,월요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,76세,상해없음,승용,남,53세,중상
2022011000100548,2022년 1월 10일 22시,월요일,대전광역시 동구 자양동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,76세,상해없음,이륜,남,29세,중상
2022011100100010,2022년 1월 11일 00시,화요일,대전광역시 유성구 가정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,여,25세,상해없음,승용,남,43세,경상
2022011100100020,2022년 1월 11일 02시,화요일,대전광역시 서구 가장동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41세,중상,승용,남,28세,상해없음
2022011100100030,2022년 1월 11일 05시,화요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,보행자,여,62세,중상
2022011100100049,2022년 1월 11일 06시,화요일,대전광역시 중구 선화동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,24세,중상,승용,남,66세,경상
2022011100100050,2022년 1월 11일 06시,화요일,대전광역시 대덕구 오정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,남,67세,상해없음,화물,남,41세,경상
2022011100100068,2022년 1월 11일 07시,화요일,대전광역시 서구 만년동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,33세,상해없음,승용,남,31세,경상
2022011100100069,2022년 1월 11일 07시,화요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,여,50세,기타불명,승용,남,32세,경상
2022011100100101,2022년 1월 11일 08시,화요일,대전광역시 서구 괴정동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,이륜,남,48세,중상
2022011100100158,2022년 1월 11일 10시,화요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승합,남,56세,상해없음
2022011100100175,2022년 1월 11일 11시,화요일,대전광역시 유성구 장대동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,60세,상해없음,승용,남,33세,경상
2022011100100219,2022년 1월 11일 12시,화요일,대전광역시 서구 정림동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,이륜,남,39세,경상
2022011100100257,2022년 1월 11일 13시,화요일,대전광역시 중구 안영동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,53세,상해없음,승용,남,62세,경상
2022011100100258,2022년 1월 11일 13시,화요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,승용,남,29세,경상
2022011100100297,2022년 1월 11일 14시,화요일,대전광역시 동구 천동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,화물,남,58세,상해없음,보행자,남,49세,경상
2022011100100298,2022년 1월 11일 14시,화요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61세,기타불명,이륜,남,44세,경상
2022011100100436,2022년 1월 11일 18시,화요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대차 - 후진중충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,51세,상해없음,원동기,남,56세,경상
2022011100100512,2022년 1월 11일 20시,화요일,대전광역시 동구 자양동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,34세,중상,보행자,남,17세,상해없음
2022011100100513,2022년 1월 11일 20시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,이륜,남,31세,중상
2022011100100554,2022년 1월 11일 21시,화요일,대전광역시 중구 목동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,남,46세,경상
2022011100100555,2022년 1월 11일 21시,화요일,대전광역시 서구 가장동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,자전거,남,28세,경상
2022011100100567,2022년 1월 11일 22시,화요일,대전광역시 유성구 도룡동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,승용,남,23세,상해없음
2022011200100021,2022년 1월 12일 05시,수요일,대전광역시 중구 유천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,40세,상해없음,보행자,남,49세,중상
2022011200100097,2022년 1월 12일 08시,수요일,대전광역시 서구 괴정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,26세,상해없음,승용,남,65세,경상
2022011200100098,2022년 1월 12일 08시,수요일,대전광역시 유성구 자운동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,,,,
2022011200100099,2022년 1월 12일 08시,수요일,대전광역시 유성구 화암동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,,,,
2022011200100127,2022년 1월 12일 09시,수요일,대전광역시 서구 가수원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,73세,상해없음,승용,남,39세,경상
2022011200100128,2022년 1월 12일 09시,수요일,대전광역시 유성구 지족동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,승용,여,32세,경상
2022011200100223,2022년 1월 12일 12시,수요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,64세,상해없음,승용,남,37세,경상
2022011200100224,2022년 1월 12일 12시,수요일,대전광역시 동구 가양동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,60세,상해없음,,,,
